RBD,NOM_RBD,DOCENTES
25244,ESC. ESP. SEMILLITA DE JESUS,10
25247,COLEGIO ALICURA,9
25249,COLEGIO PARTICULAR TANTAUCO  EL BOSQUE,15
25250,COLEGIO POLIV. ALMENDRAL DE LA PINTANA,44
25255,ESCUELA INMACULADA CONCEPCION,25
25256,ESCUELA BASICA THE FOREST COLLEGE,29
25258,COLEGIO POLIV. SANTA CECILIA DE MAIPU,6
25260,ESC.ESPECIAL LOS COPIHUES DEL BOSQUE,19
25263,ESC.ESP.EL PRINCIPITO DE EL BOSQUE,12
25264,ESCUELA ESPECIAL DE LENGUAJE RAYUN,5
25265,COLEGIO ANTIL MAWIDA,28
25269,COLEGIO NUEVO DIEGO DE ALMAGRO,16
25270,COLEGIO PART. DE ADULTOS ITSA,5
25271,PROFESOR FRANCISCO VERGARA BOBADILLA,11
25272,ESC.PARVULOS PARTICULAR  LOS ANGELITOS,7
25273,ESCUELA ESP. PART. EDUC. LAUDELINA ARANEDA,9
25277,ESCUELA ESPECIAL SANTIAGO APOSTOL,20
25279,ESCUELA PARTICULAR SALVADOR DALI,10
25280,ESCUELA BASICA PARTICULAR BREMEN,5
25281,ESCUELA ESPECIAL BAULIRURIRU,6
25282,COLEGIO POLIV. CARDENAL RAUL SILVA HENRIQUEZ,52
25283,ESC.PART.ESPECIAL LA CONCEPCION DE COLINA,2
25284,ESUELA ESPECIAL DE LENGUAJE PIRAMIDE,5
25286,ESCUELA PARTICULAR  COMUNICATE,4
25287,ESCUELA BASICA PARTICULAR ESJELAVI,9
25288,ESC. BAS. Y ESP. CENTRO INTEGRAL ALTAIR DE BA,14
25289,ESC. DE PARV. Y ESP. LUIS SEMBRADOR,15
25290,ESCUELA BASICA PARTICULAR EL REY,5
25294,ESCUELA ESPEC.PART. SANTA TERESA DE JESUS,3
25296,ESC. ESPEC. LENGUAJE LOS CHIQUITINES,13
25297,ESCUELA ESPECIAL Y LENGUAJE ROCIO,10
25298,ESCUELA ESPECIAL PARTICULAR LUDILEN,7
25300,ESC.BAS.NUEVOS CASTANOS DE MAIPU,31
25301,ESC.ESPEC.SAGRADA FAMILIA DE MAIPU,12
25302,ESCUELA ESPECIAL STELLA MARIS DE NUNOA,4
25303,CENTRO EDUCACIONAL LAURA VICUNA,16
25304,COLEGIO PAUL HARRIS SCHOOL,27
25305,ESCUELA ESPECIAL ARCOIRIS DE EL BOSQUE,6
25306,ESCUELA ESPECIAL TODOS LOS SANTOS,8
25307,ESCUELA ESPECIAL OTTAWA,7
25310,COLEGIO SAN NICOLÁS DIÁCONO,42
25314,ESCUELA BÁSICA 1737 LOS ALERCES DE MAIPÚ,27
25315,ESCUELA PUERTO FUTURO,26
25316,COLEGIO PUELMAPU,21
25317,"ESC. ESP. PART, PALOMAR DE QUILICURA",7
25319,ESC. BAS. Y ESP. PART. KIMKELEN,19
25320,ESCUELA  ESPEC. VIRGEN DE LAS PENAS,7
25322,CENTRO EDUCACIONAL DE ADULTOS RAFAEL SOTOMAYO,4
25324,ESCUELA BASICA QUITALMAHUE,20
25327,ESC. ESPEC. PART. LAS CAMELIAS,7
25328,INSTITUTO CRISTIANO LUIS GANDARILLAS,15
25329,COLEGIO SANTA CRUZ DE CHICUREO,57
25330,COLEGIO POLIVALENTE ANTARES,4
25331,ESCUELA BASICA PART. CRISTIANO DE LOS HEROES,28
25332,COLEGIO MONTESSORI PUCALAN,20
25333,ESC. ESPECIAL PART. MARTA Y BERTA,7
25334,ESCUELA BASICA RAICES ALTAZOR,14
25339,LICEO MUNICIPAL DE ADULTO MIGUEL CAMPINO LARRAIN,6
25342,ESCUELA RAIMAPU-TIERRA FLORIDA,51
25344,COLEGIO ALAMIRO PEREZ,3
25347,COLEGIO SEBASTIAN EL CANO SAN BERNARDO,20
25348,COLEGIO  SAN JOSE DE CHICUREO,82
25349,COLEGIO PARTICULAR MELFORD COLLEGE,32
25350,ESC. PART. CRISTIANO ORIENTE,17
25351,ESCUELA ESPECIAL PARTICULAR KIMANTU,8
25352,LICEO BICENTENARIO DE EXCELENCIA PATRICIO MEKIS DE PADRE HURTADO,51
25353,ESCUELA ESPECIAL DEL LENGUAJE ROMIYANCO,12
25354,ESCUELA ESPECIAL JESUS DEL BOSQUE,13
25355,ESC. DE PARVULOS PART 103 EL PRINCIPITO DE LO,6
25356,ESC. BASICA LA PRADERA DE CURACAVI,13
25358,ESCUELA ESPECIAL CAPULLITO,8
25359,COLEGIO METODISTA DE SANTIAGO,17
25361,ESCUELA ESP. PART.  ANTUKUYEN,10
25362,ESC.PART. TALLERES PREVOCACIONALES PADRE HURT,8
25363,ESC. ESP. PUERTA DEL SOL,6
25364,ESCUELA ESPECIAL N°104  SANTA MARIA DE VINCULO,7
25365,COLEGIO AUSTRALIA,11
25367,COLEGIO SANTIAGO,26
25368,COLEGIO PART. CARDENAL CARLOS OVIEDO CAVADA,59
25369,COLEGIO PARTICULAR ALICANTE,60
25370,ESCUELA ESPECIAL MISTRAL,8
25371,COLEGIO BICENTENARIO SANTA MARIA DE PAINE,58
25373,COLEGIO SAN RAFAEL ARCANGEL,5
25375,ESCUELA ESPECIAL RUCAMANQUE,11
25376,ESCUELA ESPECIAL NUEVA CORDILLERA N_ 1762,7
25377,ESCUELA ESPECIAL PARTICULAR DESPERTARES,7
25381,ESC. ESPECIAL PART. REYES DE ESPANA,7
25382,COLEGIO SAINT CHARLES COLLEGE LA FLORIDA,19
25383,ESC. ESP. CENT. DES. INTEG. DE LA COMUN. ADON,7
25384,ESCUELA ESPECIAL 1768 RENACER,15
25385,ESCUELA HERMANOS CARRERA,4
25386,COLEGIO PARTICULAR NOVO MUNDO,37
25387,COLEGIO PARTICULAR SAN SEBASTIAN DE QUILICURA,40
25389,COLEGIO `EMPRENDER OBISPO ALVEAR`,64
25390,ESC.BASICA PART. ACONCAGUA DE PUDAHUEL,8
25392,ESCUELA ESPECIAL PARTICULAR ANGELES,10
25393,COLEGIO QUINTO CENTENARIO CORDILLERA,9
25394,ESC. ESP. NINOS DE LA LUNA,4
25395,COLEGIO BETTERLAND SCHOOL,47
25396,CENTRO POLITECNICO PARTICULAR CONCHALI,54
25397,ESCUELA ESPECIAL PART. ACONCAGUA DE PUDAHEL N,8
25398,ESC. ESPECIAL 1775 SAN ANTONIO II,22
25399,ESCUELA ESPECIAL PART. TRIPANTU,10
25400,ESC. ESP. CHILE CUBA,7
25402,COL.  PART. SALES. EL PATROCINIO DE SAN JOSE,34
25403,ESC. ESPECIAL GULLIVER,8
25404,ESCUELA ESPECIAL ` MANQUEMAPU`,6
25405,ESCUELA ESPECIAL PART. TRAGALUZ,7
25406,ESCUELA ESPECIAL MARIO BAEZA,9
25408,ESCUELA ESPECIAL GABRIELA MISTRAL,8
25413,ESC. DE PARV. Y ESP. ENANITOS,16
25414,ESCUELA ESPEC. PART. ARCO IRIS DE RECOLETA,13
25415,ESC. ESPECIAL TIEMPO NUEVO,6
25417,ESCUELA PARTICULAR 1788 EDEN DE SAN RAMON,8
25418,COLEGIO POLIV. SAN BERNARDO ABAD,45
25420,ESC. PARV. Y ESP. GABRIELA MISTRAL DE MAIPU,4
25421,ESCUELA ESPECIAL ARCANGEL GABRIEL,5
25423,COLEGIO PARTICULAR IGNACIO SERRANO,9
25425,ESC.ESP. PART. EL OLIVAR,12
25426,ESC. ESP. PART. PALU,6
25427,ESCUELA ESPECIAL BELEN DE MAIPU,5
25428,ESC. ESP. PART. KADES BARNEA,6
25429,ESC. ESP. PART. LOS AROMOS DE MAIPU,1
25430,ESCUELA PARTICULAR N_ 1796 NUEVO HORIZONTE,3
25431,ESCUELA BASICA PART SANTA MARIA DE ESMERALDA,18
25433,ESCUELA ESP. RUCAMALEN,6
25434,COLEGIO PARTICULAR FORJADORES,10
25436,COLEGIO PART. SOCHIDES RENCA,34
25437,ESC. BASICA Y ESP.  EL NAZARENO,9
25439,CENTRO EDUCACIONAL SAN CARLOS DE ARAGON,57
25440,ESCUELA ESPECIAL ADENNUN N_ 2,9
25442,COLEGIO TALAGANTE GARDEN SCHOOL,11
25443,ESC  ESP PART  PUERTA DEL SOL DE LA REINA,7
25446,ESCUELA  DE  PARVULOS  CASITA  DEL  SABER,4
25447,COLEGIO VALLE DE MALLARAUCO,13
25448,CENTRO EDUC. NINO DIOS DE MALLOCO,104
25450,COLEGIO SALTAIRAM,13
25451,ESC. ESP. NTRA. SRA. DEL BUEN CONSEJO I,8
25452,COLEGIO TREBULCO,26
25454,COLEGIO PART. ANDINO ANTUQUELEN,17
25458,COLEGIO POLIVALENTE FALCON COLLEGE,11
25459,ESC. ESP. PART. PABLO NERUDA,10
25460,ESC. ESP. PART. LA PAMPA,3
25461,ESCUELA ESPECIAL PART. NINOS DE LA REINA,5
25462,COLEGIO ALTO GABRIELA,25
25463,COLEGIO CTRO. INTEG  ADULTOS ALTAZOL,7
25464,COLEGIO POLIVALENTE AGUSTINIANO DE EL BOSQUE,58
25465,ESC. BAS. PART.  JERUSALEN,21
25466,ESCUELA DE PARVULOS EL PORVENIR,6
25467,ESC. BAS. PART. SAN JUAN LEONARDI,8
25470,ESCUELA DE PARV. ICHUAC,12
25471,COLEGIO PART. KING EDWARDS SCHOOL I,17
25473,ESCUELA ESPECIAL PART. GUENIPILLAN - MAIPU,3
25475,COLEGIO PART. PADRE JOSE KENTENICH,40
25477,COLEGIO LA MISION,8
25478,COLEGIO  MAYOR DE PEÑALOLEN,10
25480,COLEGIO JOSE LUIS LEGRANGE DE LA CISTERNA,10
25481,COLEGIO INSTITUTO O¦HIGGINS DE MAIPU,29
25482,ESC. PART. ARTISTICA EL TRIGAL,15
25484,ESC PART. SIGLO XXI DE LAMPA,17
25485,ESC. BASICA  `SAN BENIGNO`,12
25487,COLEGIO  MANQUECURA VALLE LO CAMPINO,22
25490,ESC. ESP. NTRA. SRA. DEL BUEN CONSE,8
25496,INSTITUTO TECNOLOGICO SAN MATEO,58
25500,ESCUELA ESPEC.STA. TERESA DE AVILA,9
25501,COLEGIO SAN ANDRES DE MAIPU,46
25502,COLEGIO DE ADULTOS JOSE ABELARDO NUNEZ,3
25504,COLEGIO DE ADULTOS JOSE ABELARDO NUNEZ EL BOS,4
25506,ESCUELA ESPECIAL N°1832 EXPLORADORES DE BATUCO,7
25507,ESC. BASICA PARTICULAR SAN PABLO,11
25508,COLEGIO PART. GABRIELA MISTRAL SOCIEDAD EDUCA,19
25509,COLEGIO PARTICULAR MARÍA AUXILIADORA DE SANTIAGO,27
25510,ESCUELA ESPECIAL DESPERTAR DE LO ESPEJO,10
25513,ESCUELA ESPECIAL  NINO DE JESUS,6
25514,INSTITUTO DE EDUCACION DE ADULTOS MACUL,8
25516,ESCUELA ESPECIAL PADRE PIO COLLEGE,15
25517,ESC. ESP. PART MADRE MARIA MAZZARELLO,11
25520,COL. PART. SAGRADO CORAZON DE JESUS DE LA RE,28
25523,CARDENAL JUAN FRANCISCO FRESNO LARRAIN,60
25524,CENTRO EDUCACIONAL ADULTOS KAIROS,3
25525,COLEGIO PARTICULAR EL ALBA DE MACUL,14
25526,ESCUELA PART.  CURACAVI COLLEGE,23
25527,ESCUELA ESPECIAL PART. N_ 110  TRINIDAD FERR,11
25528,ESCUELA ESPECIAL PARTICULAR ROMPE MI SILENCIO,18
25529,ESCUELA ESPECIAL  GEORGINA DE LAS NIEVES,7
25530,ESCUELA ESPECIAL LOS CORCELES,5
25532,ESCUELA ESPECIAL PARTICULAR MARTIN PESCADOR,9
25533,ESCUELA BAS. Y ESP. SAN JOSE DE ISLA DE MAIPO,10
25534,ESC. ESP. PARTICULAR MANANTIAL,5
25537,ESCUELA DE PARV. Y ESPECIAL PELUSITA,12
25539,EJERCITO LIBERTADOR DE CERRILLOS,29
25540,COLEGIO MONTE OLIVO DE PUENTE ALTO,56
25541,COLEGIO PART. JOSEFINO SANTISIMA TRINIDAD,18
25542,COLEGIO SANTA BARBARA H.S.,48
25543,COLEGIO POLIV. SAN CRISTOBAL APOSTOL,17
25544,ESC. ESP. Y BAS. FRANCES DE LA PINTANA,21
25545,ESCUELA ESPECIAL PART. N_ 1850 TRALEN,6
25546,ESCUELA ESPECIAL PART. MERCEDES,10
25547,ESCUELA PARTICULAR NUEVA ESMERALDA,5
25550,ESC. BASICA PART. BOSTON COLLEGE LA FARFANA,26
25551,ESCUELA ESP. MANANTIAL DEL BOSQUE,6
25554,ESCUELA ESPECIAL Y  DE  PARVULOS PARTICULAR EL NIDITO,28
25555,ESCUELA PART. DE LENGUAJE APORE,7
25556,COLEGIO SOCHIDES,22
25557,ESC BASICA PART EMILIA GONZALEZ ESPINOZA,20
25558,COLEGIO PARTICULAR ALTAZOR,25
25560,ESCUELA ESPECIAL  PARTICULAR MELILLAN,8
25561,ESCUELA DIVINO MAESTRO,10
25562,ESC BASICA PART SAN JOSE DE LA FAMILIA,50
25563,ESC. ESP. PARTICULAR  MI CASITA,6
25564,ESCUELA ESPECIAL PART. TALENTOS,11
25565,ESC ESP PART PROF RAQUEL TORRES GUZMAN,10
25566,ESC ESP PART RAYITO DE LUZ DE QTA NORMAL,5
25568,ESCUELA BAS. Y ESP. ANTILLANCA DE TALAGANTE,9
25569,ESC ESPECIAL PARTICULAR  MI FAMILIA,9
25571,COLEGIO PARTICULAR SAN JOSE DE PUENTE ALTO,32
25572,ESCUELA ESPECIAL PART. MAHUIDANCHE,11
25573,ESC. DE PARV. Y ESP. PART. CENTILEN,20
25574,ESCUELA ESPECIAL PART. MELODIA DE LA FLORIDA,5
25575,ESCUELA ESPECIAL PART. ALAMEDA,10
25576,ESCUELA BASICA PART. SAN JORGE DE PUDAHUEL,23
25577,COLEGIO PART. FAMILIA DE NAZARETH,11
25581,ESCUELA ESP. SAN JOSE OBRERO,6
25582,ESCUELA ESP. PART. GIRASOL DE RECOLETA,13
25583,ESC. ESP. PART. SANTISIMA TRINIDAD DE PUDAHUE,7
25585,ESCUELA ESPECIAL PART. UNAMKALEN,19
25586,ESCUELA ESP. PART. RAIHUEN,7
25589,COLEGIO JESUS SERVIDOR,40
25591,LICEO TECNICO PROFESIONAL DE BUIN,38
25592,INSTITUTO SAN MIGUEL,13
25593,MARY ANNE SCHOOL DE QUILICURA,10
25594,ESCUELA ESP. PART. SOL Y LUNA,7
25595,ESC. ESPECIAL PART. BELLA ACUARELA,11
25596,ESCUELA ESPECIAL PART. ANTULEMU,6
25599,COLEGIO PART. SAN PEDRO DE QUILICURA,27
25601,ESCUELA PARV. MY HAPPY SCHOOL,4
25602,ESC. PART. PABLO APOSTOL DE BUIN,5
25604,ESCUELA ESP. NUEVO MUNDO DE LA GRANJA,13
25607,ESCUELA ESP. BOSQUE DE NINOS,6
25608,ESC. ESP. Nº 109 SAN VALENTIN DE TALAGANTE,8
25609,COLEGIO PADRE CHAMINADE,10
25610,ESCUELA ESP. TREM TREMO,5
25611,ESCUELA BASICA N°1889 BARRIE MONTESSORI Nº 2,16
25612,ESC. DE PARV. Y ESP. AMANECER DE PADRE HURTA,14
25613,COLEGIO PEDRO APOSTOL,57
25614,ESC. ESP. SAN ANDRES DE LO BARNECHEA,5
25615,COLEGIO POLIVALENTE SAINT PETER COLLEGE,20
25616,ESCUELA ESPECIAL LA GRANJA,6
25618,ESC. ESP. MILLARAY DE PUENTE ALTO,3
25621,ESCUELA ESPECIAL EDUCCERE,4
25622,ESCUELA ESPECIAL PART. ABRA PALABRA,7
25624,ESC. BAS. Y ESP. NUEVA INTEGRAL ALTAZOR,21
25625,COLEGIO PART. SWEDENBORG COLLEGE,12
25627,ESCUELA PARVULOS INST. SWEET N1,12
25629,ESCUELA ESPECIAL EL ALBA DE LA CISTERNA,6
25630,LICEO POLIV. SAN JOSE DE LO BARNECHEA,22
25631,ESCUELA ESPECIAL PASO A PASO,8
25632,ESCUELA PARVULOS PART. GENTECITA,7
25633,COLEGIO ADULTOS  ALFRED NOBEL,4
25636,"ESCUELA ESPECIAL BELEN, DE QTA. NORMAL",14
25638,ESCUELA ESPECIAL CASTORCITO,8
25639,ESCUELA BASICA Y ESPECIAL N° 1905 JACARANDA,24
25640,COLEGIO  MANQUECURA PUENTE ALTO,18
25641,ESCUELA ESP. ANTU-MAWIDA,1
25642,ESCUELA BAS. MUNIC. CUYUNCAVI,20
25644,COLEGIO PART. NEW LITTLE COLLEGE,16
25645,COLEGIO PART. NTRA. SRA. MARIA INMACULADA DEL,28
25646,ESCUELA ESPECIAL N° 151 ANTAL,8
25647,ESC. BAS Y ESP. N° 113 SAN LORENZO DE ISLA DE MAIPO,11
25649,ESCUELA ESPECIAL SEMILLITA DE JESUS II,6
25650,COLEGIO AMERICAN BRITISH COLLEGE,77
25654,COLEGIO EVEREST,60
25655,COLEGIO SANTO TOMAS DE AQUINO,26
25656,ESC. ESPECIAL PASITOS,8
25658,ESCUELA ESPECIAL PART. SANTA JAVIERA,9
25661,ESCUELA DE PARV. CAPULLITOS DE SAN BERNARDO,1
25664,ESCUELA ESP. EL SEMBRADOR DE CERRILLOS,9
25667,ESCUELA ESP. GROWING SCHOOL,6
25668,ESCUELA ESP. SANTA GABRIELA,7
25669,COLEGIO HIGHLANDS,19
25671,COLEGIO SAN MARTIN DE PORRES DE LA PINTANA,3
25674,ESCUELA INSTITUTO RAMON FREIRE,9
25675,COLEGIO PART. CORAZON DE MARIA DE SAN MIGUEL,46
25676,COLEGIO POLIVALENTE ELISA VALDES,34
25681,COLEGIO OXFORD,11
25683,ESCUELA ESP. PART. HORIZONTE MANQUEHUE,11
25688,ESC. DE PARV. PART. MI PEQUENO MUNDO DE SAN R,16
25692,COLEGIO PART. MANSO DE VELASCO MELIPILLA,11
25693,COLEGIO MADRE DE LA DIVINA PROVIDENC,17
25695,COLEGIO DE LA INMACULADA CONCEPCIÓN,40
25697,COLEGIO O`HIGGINS,15
25698,COLEGIO JAIME GUZMÁN ERRAZURIZ,39
25700,COLEGIO LOS ALPES MAIPU,22
25703,COLEGIO PART. ALCANTARA DE LA FLORIDA,33
25704,COLEGIO PART. ALCANTARA DE LA CORDILLERA,41
25705,ESCUELA DE PÁRVULOS PARTICULAR Nº 1930 MIS AMIGUITOS,7
25709,LINCOLN COLLEGE LA FLORIDA,32
25710,ESCUELA ESPECIAL PART. DAME LA MANO,6
25711,ESC. BASICA MUNICIPAL PAULA JARAQUEMADA ALQUI,49
25712,COLEGIO PART. ANDARES DE LA FLORIDA,18
25713,COLEGIO PART. MANANTIAL DE LA FLORIDA,16
25714,COLEGIO PART. INSTITUTO CORINTIO,14
25716,COLEGIO PART. NEW HEINRICH HIGH SCHOOL,27
25717,COLEGIO ALCÁNTARA DE LOS ALTOS DE PEÑALOLEN,47
25718,COLEGIO PART. LOS ANGELES SANTIAGO DE SAN MIG,7
25719,ESC. DE PARVULOS LOS OSITOS DE PUDAHUEL,2
25722,COLEGIO PART. PATRONA SENORA DE LOURDES,26
25723,COLEGIO PART. ALTAMIRA-ADULTOS,4
25725,ESCUELA PART. NAHUEL,11
25726,ESCUELA PARTICULAR SANTA LAURA DE MELIPILLA,13
25727,LICEO PART. SALESIANO MANUEL ARRIARAN BARROS,55
25733,ESCUELA PART. SANTA TERESA DE QUILICURA,68
25735,CENTRO EDUCACIONAL DE ADULTOS SAN ALFONSO,11
25736,CENTRO EDUC. DE ADULTOS ISABEL LA CATOLICA,12
25737,COLEGIO PART. ACROPOLIS,19
25738,ESCUELA BASICA PARTICULAR SAN JOSE DE  MELIP¦,12
25739,COLEGIO NTRA. SRA. DEL CARMEN DE MAIPU,42
25740,ESC. ESP. PART. SANTA TERESITA DE LOS ANDES,9
25741,ESC. ESPECIAL RUGENDAS,5
25742,ESCUELA ESP. PART. S.M. CRECER,9
25743,ESC. DE PARVULOS PART. LA FAROLA,3
25747,ESC. DE PARV. Y ESP. CARACOLA,9
25749,COLEGIO PART. ALICANTE DEL ROSAL,68
25750,ESCUELA ESPECIAL SONRISA DE NINOS,6
25751,COLEGIO LIAONA CORDILLERA,19
25752,CENTRO DE EDUC. INTEGRADA DE ADULTOS TALAGANT,7
25753,CENTRO EDUC. PRINCIPADO DE ASTURIA ADULTO,3
25754,ESC. ESPECIAL LAS ESPIGAS DE ESTACION CENTRAL,6
25756,ESCUELA ESPECIAL PART. ELIAS CANESSA VERGARA,7
25757,ESC. ESP. PART. TRIGAL DE HUECHURABA,9
25764,ESC. DE PARV. Y ESP. CASABLANCA DE SAN BERNAR,14
25765,ESC. ESPECIAL PART. AULENCO,10
25766,LINCOLN COLLEGE SAN MARTIN,40
25767,COLEGIO SAN JORGE DE LAS CONDES,14
25770,LICEO NACIONAL DE MAIPU,27
25772,ESCUELA DE PARV. PART. HAPPY GARDEN,2
25773,ESCUELA ESP. PART. SAGRADA FAMILIA DE SAN BER,11
25774,ESCUELA ESP. PART. ARRAYAN,9
25775,COLEGIO PARTICULAR DE ADULTOS SANTA MARIA DEL TRABAJO,4
25776,ESC. PART. PARV. HEIDI GARDEN SCHOOL,3
25779,COLEGIO POLIV. CARDENAL JOSE MARIA CARO,63
25781,COLEGIO POLIV.  ARZOBISPO CRESCENTE ERRAZURIZ,50
25782,ESC. ESP. PART. ARAUCARIAS DE PENALOLEN,3
25783,COLEGIO POLIV. ARZOBISPO MANUEL VICUNA,30
25784,ESCUELA ESP. PART. ARBOLIRIS,8
25786,ESCUELA ESPECIAL PARTICULAR KINERET,13
25787,ESC. ESP. PART. DIEGO THOMPSON,4
25788,ESCUELA BASICA ANA FRANK,33
25790,COLEGIO POLIV. DIEGO PORTALES DE MAIPU,31
25791,ESCUELA ESP. PART. RIGOBERTA MENCHU,13
25792,ESCUELA ESP. PART. SANTA MARIA DE QUILICURA,8
25793,ESC. ESP. PART. GABRIELA MISTRAL DE PENALOLEN,5
25795,COLEGIO PARTICULAR BLUMENTHAL,12
25797,ESCUELA B-SICA PUCARA LASANA,17
25798,COLEGIO RELIGIOSO SANTA MARGARITA,24
25799,ESC. BAS. PART. ERNESTINA KRISCHUK,16
25801,ESCUELA ESP. LA ESPIGA,19
25803,ESC. PART. ALBERT SCHWEITZER,16
25804,COLEGIO PART. ANTUPIREN,28
25807,ESCUELA ESP. PART. LA PASCANA,12
25808,ESC. BAS. PART. LAS NACIONES,6
25809,ESC.ESP. PART.SAN VICENTE DE PAUL DE CONCHAL-,7
25812,LICEO MUNICIP. DE ADULTOS PEDRO J. RODRIGUEZ,3
25814,COLEGIO SAYEN,20
25818,COLEGIO PART. ADULTOS INSTITUTO ICEL,10
25819,ESCUELA ESP. PART. SAN PIO DE PIETRELCINA,4
25822,ESCUELA DE PARVULOS N°1980  SAN ANTONIO MARIA ZACCARIA II,5
25823,ESCUELA DE LAS ARTES Y LA TECNOLOGIA,9
25824,LICEO SERGIO SILVA BASCUNAN,27
25825,COLEGIO SAN MIGUEL ARCANGEL DE LAS CONDES,20
25826,COLEGIO ADVENTISTA LA FLORIDA,12
25828,ESC. ESPECIAL PART. JAN VAN DIJK,16
25829,COLEGIO PART. SAN ADRIAN DE QUILICURA,21
25831,ESCUELA BASICA PARTICULAR CONTEMPORA,9
25832,COLEGIO PART. PAN AMERICAN COLLEGE SANTIAGO,11
25834,ESCUELA ESP. PART. EL PRINCIPITO DE LO HERRER,9
25836,ESCUELA PART. ROSA JARAQUEMADA,5
25838,ESCUELA BAS. MY GARDEN SCHOOL,13
25839,ESC. BAS. Y ESP. CELEI,8
25842,COLEGIO DIVINA PASTORA,19
25843,COLEGIO PART. SAGRADO CORAZON DE TALAGANTE,33
25845,ESCUELA PART. SAN MARCELO N_ 3,15
25847,ESCUELA ESP. PART. SANTA ROSA DE MELIPILLA,10
25850,COLEGIO DEL VALLE,17
25851,ESC. PART. EL ARRAYAN DE MAIPU,9
25853,COLEGIO POLIVALENTE NOVO HORIZONTE,24
25854,CENTRO ESTI. DE HAB. COMUNICATIVAS AMERICA,6
25855,COLEGIO MUNICIPAL INSTITUTO CHACABUCO,21
25856,ESCUELA ESP. PART. APRAVI,5
25857,ESCUELA ESP. PART. HAPPY CHILDREN,3
25859,ESCUELA ESP. PART. RALUI,6
25860,ESCUELA ESP. PART. CORDILLERA ORIENTE,15
25862,ESCUELA ESP. PART. CAPULLITOS DE SOL,21
25865,SAN IGNACIO COLLEGE,44
25867,ESCUELA PART. AMANECER DE LA GRANJA,7
25869,ESCUELA ESP. PART. SAN NICOLAS,8
25872,ESCUELA DE PARV. CARRUSEL DE AMIGOS,4
25873,ESCUELA ESP. DE LENGUAJE PLAZA SESAMO,8
25874,COLEGIO DE ADULTOS PART. VASCO DE GAMA,1
25876,COLEGIO CENTRO EDUC. Y FAMILIAR PTE ALTO,13
25877,ESCUELA ESPECIAL Y DE PÁRVULOS PARTICULAR SAN NICOLÁS DE BELÉN,8
25878,ESCUELA ESP. PART. AMANTU,12
25881,ESCUELA ESP. PART. PATAGONIA,17
25882,COLEGIO NOBEL GABRIELA MISTRAL,40
25883,ESC. ESP. PART. SAN MATEO DEL BOSQUE,8
25884,ESCUELA ESP. PART. ACONCAGUA DE COLINA,17
25885,COLEGIO INTERCULTURAL TREMEMN,32
25886,ESCUELA ESPECIAL RICALHUE,7
25887,ESCUELA ESPECIAL PART. ARCO IRIS,8
25890,ESCUELA ESPECIAL DE LENGUJE MIS AMIGUITOS,14
25894,COLEGIO MANANTIAL DE SAN MIGUEL,11
25895,COLEGIO SANTIAGO DE PUDAHUEL,26
25897,ESCUELA PART. INSTITUTO S.A,9
25899,LICEO JOSE ABELARDO NUÑEZ Nº 4,16
25900,ESC. ESP. VOCARE,6
25901,ESC. EVANG. PENTECOSTAL DR. WILLIS C. HOOVER,27
25902,ESC. DE PARV. Y ESP. RAHUE,8
25903,ESCUELA ESP. MI ESPACIO,7
25904,ESCUELA ESP. PART. VALLE DEL SOL,12
25906,ESCUELA ESP. PARTICULAR OSCAR CASTRO,5
25907,ESCUELA ESP. PART. SAN JOSE DE SAN BERNARDO,6
25909,ESCUELA ESPECIAL ARCOIRIS,6
25912,ESCUELA ESP. PART. SAN JORGE DE QUINTA NORMAL,13
25913,ESCUELA ESP. PART. CHARLES DE GAULLE,15
25914,ESCUELA DE PARV. PART. SAN JORGE DE COLINA,11
25916,ESCUELA BAS. SAN SEBASTIAN DE COLINA,21
25918,ESCUELA ESP. PART. CAMINO A BELEN N¦ 2,4
25919,ESCUELA BASICA NEHUEN,16
25920,ESCUELA ESP. PART. CALIN,10
25921,COLEGIO CENTRO EDUCACIONAL ROUSSEAU,20
25922,COLEGIO TERRA AUSTRALIS,31
25923,ESCUELA ESP. PADRE PIO,5
25926,COLEGIO POLIV. JERUSALEN DE LAMPA,75
25927,ESCUELA BASICA TERRA DI BIMBI,17
25929,COLEGIO PADRE PEDRO ARRUPE SAGRADA FAMILIA,40
25932,COLEGIO DE ADULTOS LONDON DE LA FLORIDA,2
25933,ESCUELA BASICA ALBORADA SCHOOL,15
25935,ESCUELA ESPECIAL LA ISLA,10
25936,COLEGIO NUEVO HORIZONTE DE PUENTE ALTO,22
25937,ESC. DE PARV. Y ESPECIAL COMUNICA,10
25938,LICEO DE ADULTOS CEIA DE LA PINTANA,15
25940,ESCUELA DE PARV. PARQUE OHIGGINS,28
25941,ESCUELA PART. SPRING COLLEGE N_ 2,3
25943,ESCUELA ESPECIAL MIRADOR AZUL,9
25944,ESCUELA PART. PARTHENON COLLEGE,19
25946,ESCUELA PARVULOS MY SECOND HOME,1
25950,COLEGIO SEMPER ALTIUS,9
25951,COLEGIO DE ADULTOS CARELMAPU DE CONCHALI,4
25952,ESCUELA DE PARV. BERNARD COLLEGE DE SAN BERNA,8
25953,ESC. ESP.PART. SAN AGUSTIN DE INDEPENDENCIA,8
25954,ESC. BAS. Y ESP. NTRA. SRA. DE LAS NIEVES,16
