RBD,NOM_RBD,DOCENTES
833,ESCUELA SANTA BERNARDITA,12
835,ESCUELA CARMELA PRAT,2
836,ESCUELA INES DE SUAREZ,1
837,ESCUELA ESPERANZA DE HUANA,11
838,ESCUELA PROFESOR MANUEL ORTIZ QUINTANA,5
839,ESCUELA CHILECITO,7
844,ESCUELA PARTICULAR CERRILLOS DE RAPEL,2
845,LICEO SAMUEL ROMAN ROJAS,35
847,ESCUELA BASICA AMERICA,53
848,ESCUELA ALEJANDRO CHELEN ROJAS,32
849,ESCUELA BASICA JUANITA FERNANDEZ SOLAR,14
850,ESCUELA JUAN LUIS SAN FUENTES,4
851,ESCUELA BASICA ARTURO PEREZ CANTO,9
852,ESCUELA BASICA PEDRO DE VALDIVIA,14
857,ESCUELA LOS MORALES,8
865,ESCUELA BASICA DANIEL BARROS GREZ,1
868,ESCUELA AMERICA DE SUR,2
869,ESCUELA BASICA REBECA PONCE DE LEON V.,3
870,ESCUELA BASICA CAMILO HENRIQUEZ GONZALEZ,4
871,ESCUELA BASICA LUIS ENRIQUE BOU PEREZ,6
872,ESCUELA BASICA ROSITA OHIGGINS,2
876,ESCUELA BASICA CLAUDIO MATTE,9
879,ESCUELA BASICA BENJAMIN VICUNA MACKENNA,2
886,ESCUELA LA VARIOLA,1
887,ESCUELA BASICA CAUPOLICAN,2
888,ESCUELA BASICA BOSQUE DE QUILLAY,1
891,ESCUELA PARTICULAR RINCON DE LAS CHILCAS,2
892,ESCUELA PARTICULAR EL DURAZNO,4
896,ESCUELA PARTICULAR LA COLORADA,1
897,ESCUELA BELGICA,45
900,ESCUELA BASICA LA HIGUERA DE QUILE,4
905,ESCUELA CHALINGA,12
907,ESCUELA HIJOS DEL PERAL,2
908,ESCUELA TABALI,10
909,ESCUELA LOS AZAHARES DE CERRO BLANCO,1
910,ESC.BASICA SAN ANTONIO DE LA VILLA,7
914,ESCUELA PENA BLANCA,1
915,ESCUELA MARCOS RIGOBERTO PIZARRO ARAYA,12
924,ESCUELA LOS ACACIOS,10
925,ESCUELA BASICA VILLA LOS QUILES,1
928,ESCUELA BASICA GRANEROS,2
929,ESCUELA LOS NOGALES,10
931,ESCUELA SAN ANTONIO DE PADUA,4
932,ESCUELA UNION CAMPESINA,14
933,ESCUELA LAS CRUCES,3
934,ESCUELA BEATRIZ VEGA VEGA,2
935,ESCUELA SALALA,3
937,ESCUELA ALCONES BAJOS,10
939,ESCUELA ALMENDRO DE QUILE,1
940,ESCUELA SAN PEDRO,4
943,ESCUELA PADRE PABLO DIEHL HARTMAN,1
945,ESCUELA SOL NACIENTE,7
946,ESCUELA TERESITA DE LOS ANDES,23
947,ESCUELA AURORA DE CHILE,16
949,ESCUELA EL DURAZNO DE QUILE,1
953,ESCUELA PATRICIO ZEBALLOS,11
954,ESCUELA EL AJIAL DE QUILE,3
955,ESCUELA VILLA LOS CORRALES,3
956,ESCUELA PORTEZUELOS BLANCOS,2
957,ESCUELA EL CIENAGO,1
959,COLEGIO PARTICULAR SALI HOCHSCHILD,34
960,ESCUELA PARTICULAR EL LLANITO,1
964,ESCUELA BASICA MUNICIPAL DE ADULTOS,13
967,LICEO DOMINGO ORTIZ DE ROZAS,32
968,LICEO POLITECNICO PABLO RODRIGUEZ CAVIEDES,39
969,ESCUELA BASICA VALLE DEL CHOAPA,49
970,ESCUELA JUAN CARRASCO RISCO,28
971,ESCUELA BASICA SAN RAFAEL DE ROZAS,35
972,ESCUELA BASICA JORGE ARACENA RAMOS,25
973,ESCUELA BASICA CLEMENCIA VILLARROEL,17
974,ESCUELA BASICA CAMILO HENRIQUEZ,9
976,ESCUELA BASICA LAS PALMERAS DE LIMAHUIDA,13
977,ESCUELA BASICA GRACIELA DIAZ ALLENDE,8
978,ESCUELA BASICA MATANCILLA,2
981,ESCUELA BASICA CHOAPA LINDO,2
982,ESCUELA BASICA VILLA LOS NARANJOS,35
984,ESCUELA BASICA TUNGA SUR,1
985,ESCUELA BASICA ASIENTO VIEJO,5
986,ESCUELA BASICA LAS CHINCHILLAS DE COCOU,1
987,COLEGIO SANTA TERESA,51
988,LICEO PARTICULAR LUIS ALBERTO VERA,16
990,ESCUELA PARTICULAR LAS CANAS,15
991,ESCUELA PARTICULAR QUEBRADA EL PERAL,1
993,ESCUELA PARTICULAR CANELILLO ALTO,3
994,ESCUELA PARTICULAR RINCON DEL ROMERO,2
995,ESCUELA PARTICULAR CAREN,1
996,ESCUELA PARTICULAR EL LANCO,1
998,ESCUELA PARTICULAR ILTA,1
999,ESCUELA PARTICULAR 18 DE SEPTIEMBRE,2
1001,ESCUELA PARTICULAR HERMINIA RAMOS,1
1002,ESCUELA PARTICULAR EL SOCAVON,1
1004,ESCUELA PARTICULAR LA CAPILLA,3
1005,ESCUELA PARTICULAR RINCON DE TUNGA,1
1006,ESCUELA MANUEL JOSE IRARRAZAVAL,4
1008,ESCUELA PARTICULAR QUILLAICILLO,1
1010,ESCUELA PARTICULAR CUYUNTAGUA,1
1011,ESCUELA PARTICULAR MACUCO,2
1013,LICEO DE SALAMANCA,27
1014,ESCUELA MATILDE SALAMANCA,26
1015,ESCUELA BASICA DIAGUITAS DE CHALINGA,20
1016,ESCUELA TRANQUILLA,7
1017,ESCUELA BASICA BERTA HIDALGO BARAHONA,12
1018,ESCUELA EL TAMBO,7
1019,ESCUELA BASICA CHILLEPIN,11
1020,ESCUELA BASICA GUISELA GAMBOA SALINAS,7
1021,ESCUELA ZAPALLAR,1
1022,ESCUELA COIRON,6
1027,ESCUELA BASICA QUELEN BAJO,4
1030,ESC.BASICA GUILLERMO BARRIOS VARGAS,2
1031,ESCUELA BASICA JULIO ECHAVARRIA,11
1032,ESCUELA BASICA SAN AGUSTIN,2
1033,ESCUELA BASICA PANGUESILLO,7
1034,ESCUELA LOS CORRALES,6
1036,COLEGIO PARTICULAR SAN FRANCISCO DE ASIS,48
1037,ESCUELA PARTICULAR HUANQUE,2
1040,ESCUELA PARTICULAR LAS JARILLAS,1
1041,ESCUELA PARTICULAR CAJON DE QUELEN,3
1042,ESCUELA MUNICIPAL COLLIGUAY,4
1044,ESCUELA PARTICULAR MANQUEHUA,1
1045,ESCUELA PARTICULAR PUNTA NUEVA,1
1046,ESCUELA PARTICULAR PLANTA PELADEROS,2
1047,ESCUELA PARTICULAR VALLE CAMISAS,2
1048,LICEO NICOLAS FEDERICO LOHSE VARGAS,25
1049,COLEGIO DIEGO DE ALMAGRO,32
1050,ESCUELA BASICA ERCOLE BENCINI,14
1051,ESCUELA BASICA TERESA CANNON DE B.,18
1052,ESCUELA BASICA PABLO BARRIOLHET,8
1053,ESCUELA BASICA FORJADORES DE CHILE,5
1055,ESCUELA LOS MAQUIS,2
1059,ESCUELA CLARA VIAL ORREGO,9
1061,ESCUELA TILAMA,2
1063,ESCUELA,2
1065,ESCUELA BASICA EL MANZANO,3
1066,ESCUELA PARTICULAR DIVINA PROVIDENCIA,30
1068,ESCUELA PARTICULAR CULIMO,1
1069,ESCUELA PARTICULAR MINA LAS VACAS,1
1071,ESCUELA PARTICULAR EL ROMERO,2
1072,ESCUELA PARTICULAR INFIERNILLO,3
1076,ESCUELA PARTICULAR MAIMALICAN,1
1077,ESCUELA BASICA HECTOR JORQUERA VALENCIA,25
1078,ESCUELA BASICA JUAN ANTONIO RIOS,12
1081,ESC.BASICA EUSEBIO LILLO ROBLES,1
1082,ESC.BASICA MERCEDES MARIN DEL SOLAR,1
1083,ESCUELA BASICA CARQUINDANO,1
1084,ESCUELA BASICA JABONERIA,1
1085,ESCUELA BASICA PABLO NERUDA,1
1087,ESCUELA BASICA CANELA ALTA,23
1092,ESCUELA BASICA MINCHA NORTE,3
1093,ESCUELA BASICA ATELCURA ALTA,1
1094,ESCUELA BASICA POZA HONDA,2
1095,ESCUELA BASICA SARGENTO ALDEA,1
1096,ESCUELA BASICA LOS POZOS,2
1099,ESCUELA VIOLETA PARRA,1
1100,ESC.BASICA CARLOS VIAL ESPANTOSO,8
1101,ESCUELA BASICA JOSE MIGUEL CARRERA,1
1102,ESCUELA BASICA BALDOMERO LILLO FIGUEROA,1
1104,ESCUELA LA CORTADERA,2
1109,ESCUELA BASICA GABRIELA MISTRAL,2
1113,ESCUELA BASICA SALVADOR REYES,1
1114,ESCUELA PARTICULAR EL CHILCAL,1
1116,ESCUELA PARTICULAR CANELILLA,1
1117,ESCUELA PARTICULAR LOS TOMES,1
1119,COLEGIO PARTICULAR SANTA MARIA,22
1120,CENTRO DE EDUCACION DE ADULTOS LA LIGUA,4
1121,LICEO PULMAHUE DE LA LIGUA,30
1122,ESCUELA REPUBLICA DE VENEZUELA,27
1123,ESCUELA GABRIELA MISTRAL,43
1125,ESCUELA DIEGO PORTALES,16
1126,ESCUELA ESPECIAL SOL NACIENTE,14
1128,ESCUELA COMUNIDADES DE VALLE HERMOSO,24
1129,ESCUELA ANGEL MENAY,3
1130,ESC. BASICA LOS HORNOS DE HUAQUEN,2
1131,ESC. BASICA CASAS VIEJAS DE LONGOTOMA,2
1132,ESCUELA BASICA POZA VERDE,11
1133,ESC.BASICA LAS CASAS DE HUAQUEN,5
1134,CARMEN SANCHEZ ARAYA,2
1135,ESCUELA BASICA LOS MOLLES,2
1136,ESCUELA BASICA PUYANCON,8
1137,ESCUELA BASICA HORTENCIA POWELL S.,4
1139,ESCUELA MINISTRO GOMEZ MILLAS,8
1140,ESCUELA BASICA CARLOS ARIZTIA RUIZ,4
1142,ESCUELA LA CANELA,7
1143,ESCUELA BASICA QUEBRADILLA,4
1144,ESCUELA BASICA PICHICUY,4
1145,ESCUELA ENRIQUE DOLL ROJAS,6
1147,ESCUELA FERNANDO GARCIA OLDINI,15
1148,LICEO JOSE MANUEL BORGONO NUNEZ,25
1149,LICEO CORDILLERA,20
1150,ESCUELA BASICA NEFTALI REYES B.,2
1151,ESCUELA BASICA VILLA SANTA ANA,1
1152,ESCUELA EDUARDO FREI MONTALVA,10
1153,ESCUELA BASICA EL CRUCERO,1
1156,ESCUELA BASICA G-24,5
1157,ESCUELA BASICA LOS ALAMOS EL SOBRANTE,4
1158,ESCUELA BASICA BENANCIO PEREZ,1
1160,ESCUELA HOGAR FRONTERIZA DE CHALACO,1
1161,ESCUELA BASICA PEDEGUA,12
1162,ESCUELA PARTICULAR JUAN PABLO II,2
1164,COL. CATOLICO PDTE.MANUEL MONTT,24
1166,COLEGIO SAGRADO CORAZON,13
1167,LICEO Y ESCUELA MUNICIPAL,20
1168,ESCUELA HANS WENKE MENGERS,37
1170,ESCUELA BASICA VALLE DE ARTIFICIO,16
1171,ESCUELA BASICA LA FRONTERA DE ALICAHUE,3
1173,ESCUELA ESTER SILVA SOMARRIVA BARTOLILLO,10
1174,ESCUELA BASICA SAN LORENZO,11
1176,ESCUELA PABLO NERUDA,10
1178,ESCUELA BASICA LA VINA,17
1180,ESCUELA BASICA G-45,23
1181,ESCUELA BASICA LOS ANGELES,6
1182,ESCUELA BASICA G-47,4
1183,LICEO DE ZAPALLAR,19
1184,ESCUELA BASICA MERCEDES MATURANA GALLARDO,26
1185,ESCUELA BALNEARIO CACHAGUA,14
1189,ESCUELA BASICA AURELIO DURAN ALMENDRO,27
1190,COLEGIO PARROQUIAL FRANCISCO DIDIER,15
1191,ESCUELA PAPUDO,23
1192,ESCUELA RURAL PULLALLY,24
1194,LICEO MAXIMILIANO SALAS MARCHAN,39
1195,LICEO COMERCIAL DE LOS ANDES,11
1196,LICEO TECNICO AMANCAY,23
1197,ESCUELA ESPANA,48
1198,LICEO REPUBLICA ARGENTINA,23
1199,LICEO POLITECNICO AMERICA,27
1200,ESCUELA JOHN KENNEDY,21
1201,ESCUELA ESPECIAL VALLE ANDINO,17
1202,ESCUELA FERROVIARIA,22
1203,ESCUELA GABRIELA MISTRAL,25
1204,ESCUELA BASICA GRAL.JOSE MIGUEL CARRERA,13
1206,C.E.I.A DR. OSVALDO ROJAS GONZALEZ,16
1208,ESCUELA BASICA RIO BLANCO,11
1210,ESCUELA EL SAUCE,13
1211,ESCUELA IGNACIO CARRERA PINTO,25
1212,ESCUELA JUAN GOMEZ MILLAS,10
1213,LICEO PARTICULAR MIXTO LOS ANDES,107
1214,COLEGIO MARIA AUXILIADORA,21
1215,ESCUELA PARTICULAR SAN JOSE,23
1216,ESCUELA PARTICULAR HUMBERTO CASARINO,11
1217,LICEO SANTA CLARA,26
1218,ESCUELA PARTICULAR JEAN PIAGET,19
1220,ESCUELA PARTICULAR METODISTA E.DEL NINO,21
1221,COLEGIO ALCAZAR,11
1226,COLEGIO MARIA MONTESSORI,5
1229,COLEGIO PARTICULAR BREGA COLLEGE,12
1233,ESCUELA PABLO NERUDA,39
1234,ESC. BASICA SILVIO ZENTENO VERGARA,15
1235,ESCUELA LO CALVO,12
1237,ESCUELA BÁSICA PADRE HUMBERTO MUÑOZ R.,3
1238,ESCUELA INCLUSIVA SAN LORENZO,10
1239,ESCUELA HERMANO FERNANDO DE LA FUENTE,1
1240,ESCUELA RIO COLORADO,8
1243,ESCUELA EL COBRE,7
1244,ESCUELA SAN FRANCISCO,2
1245,ESCUELA EL CORAZON,13
1246,ESCUELA BÁSICA LIBERTAD,13
1247,ESCUELA BASICA MARIA ISABEL DE BROWN,15
1248,ESCUELA BASICA LA PAMPILLA,23
1249,ESCUELA BASICA PEDRO AGUIRRE CERDA,16
1250,ESCUELA VICTOR KOERNER,12
1251,ESCUELA BASICA CRISTO REDENTOR,17
1252,ESCUELA BASICA VALLE ALEGRE,9
1255,INSTITUTO AGRICOLA PASCUAL BABURIZZA,53
1256,COLEGIO PARTICULAR SAN JOSE,14
1257,CENTRO DE FORMACIÓN ACADÉMICA PERFECTO DE LA FUENTE DEL VILLAR,39
1258,ESCUELA BASICA EMIGDIO GALDAMES ROBLES,13
1259,ESCUELA BASICA MANUEL LEON SALINAS,10
1260,LICEO PARROQUIAL TERESITA DE LOS ANDES,33
1261,LICEO DOCTOR ROBERTO HUMERES O.,31
1262,ESCUELA INDUSTRIAL GUILLERMO RICHARDS CUEVAS,36
1263,LICEO DE NINAS CORINA URBINA,58
1264,LICEO SAN FELIPE,22
1265,ESCUELA BASICA BERNARDO O HIGGINS R.,24
1266,ESCUELA MANUEL RODRIGUEZ ERDOIZA,20
1268,ESCUELA BASICA JOSE DE SAN MARTIN,56
1269,ESCUELA JOHN F KENNEDY,19
1271,ESCUELA JOSÉ ANTONIO MANSO DE VELASCO,27
1273,ESCUELA SAN RAFAEL,11
1274,ESCUELA ALMENDRAL,25
1275,ESCUELA BUEN PASTOR,28
1276,ESCUELA ESPECIAL SAGRADO CORAZON,35
1279,ESCUELA CARMELA CARVAJAL DE PRAT,18
1280,ESCUELA 21 DE MAYO,26
1281,ESCUELA REPUBLICA ARGENTINA,13
1282,ESCUELA BUCALEMITO,15
1283,ESCUELA HERIBERTO BERMUDEZ CRUZ,15
1285,ESCUELA MATEO COKLJAT K,11
1286,ESCUELA BASICA CAROLINA OCAMPO GARCIA,14
1287,ESCUELA JOSE BERNARDO SUAREZ,17
1288,INSTITUTO ABDON CIFUENTES,34
1289,COLEGIO ASSUNTA PALLOTA,7
1290,COLEGIO SANTA JUANA DE ARCO,24
1291,COLEGIO JOSE AGUSTIN GOMEZ,13
1292,COLEGIO ALONSO DE ERCILLA,31
1294,COLEGIO PARTICULAR PUMANQUE,16
1300,ESCUELA AGRICOLA DE SAN FELIPE,22
1301,LICEO MANUEL MARIN,27
1302,LICEO RINCONADA DE SILVA,22
1304,ESCUELA PASO HISTORICO EL TARTARO,9
1305,ESCUELA RENACER,11
1307,ESCUELA SAN ALBERTO,13
1308,ESCUELA ALEJANDRINA CARVAJAL ASPEE,7
1309,ESCUELA EDUARDO BECERRA BASCUNAN,7
1310,ESCUELA MARIA LEIVA DE IBANEZ,9
1311,ESCUELA EL AVE MARIA,20
1312,ESC. BAS. GASTON ORMAZABAL CABRERA,11
1313,ESCUELA CATAN DABIKE,10
1316,COLEGIO MARIE POUSSEPIN,34
1318,LICEO DARIO SALAS,23
1319,ESCUELA ESPECIAL MARÍA REBECA ESPÍNOLA ESPINOSA DE SANTA MARÍA,15
1321,ESCUELA GUILLERMO BANADOS HONORATO,15
1322,ESCUELA LA HIGUERA,8
1323,ESCUELA SANTA FILOMENA,11
1325,ESCUELA BASICA AURORA VELASCO PEREZ,8
1326,ESCUELA JULIO TEJEDOR ZUNIGA,11
1327,COLEGIO SANTA MARIA DE ACONCAGUA,49
1328,ESCUELA INDEPENDENCIA,11
1329,ESCUELA EMA LOBOS REYES,10
1331,ESCUELA BASICA FRAY CAMILO HENRIQUEZ,8
1332,ESCUELA BASICA VINA ERRAZURIZ,7
1333,ESCUELA JORGE BARROS BEAUCHEF,8
1335,LICEO BICENTENARIO LICEO POLITECNICO LLAY LLAY,26
1336,ESCUELA AGUSTIN EDWARDS,35
1337,ESCUELA HEROES DE IQUIQUE,12
1338,ESCUELA NACIONES UNIDAS,16
1339,ESCUELA ELISA LATTAPIAT VARGAS,19
1340,ESCUELA HERMINIA ORTEGA DE CROXATO,16
1341,ESCUELA BASICA EL PORVENIR,16
1342,ESCUELA LAS PALMAS,7
1343,ESCUELA LAS PENAS,8
1345,ESCUELA LAS VEGAS,7
1346,ESCUELA JORGE PRIETO LETELIER,10
1347,LICEO MENESIANO SAGRADO CORAZON,33
1349,COLEGIO SALVADOR GONZALEZ,22
1350,ESC.PARTICULAR MARIA LETELIER DE PRIETO,25
1352,ESCUELA MARIA TERESA DEL CANTO,32
1353,ESCUELA SAN JOSE DE CATEMU,12
1354,LICEO BICENTENARIO POLIVALENTE FERNANDO SILVA CASTELLÓN,22
1355,ESCUELA EL COBRE,14
1356,ESC REBECA JOHNSON GARCIA-HUIDOBRO,7
1358,ESCUELA BASICA EL NILHUE,9
1359,ESCUELA BASICA LOS CERRILLOS,10
1360,ESCUELA BASICA SANTA MARGARITA,8
1361,COLEGIO PARTICULAR CALIFORNIA,32
1362,ESCUELA AGRICOLA SALESIANA F. HUIDOBRO,18
1363,LICEO SANTIAGO ESCUTI ORREGO,43
1364,COLEGIO VALLE DE QUILLOTA,34
1366,LICEO COMERCIAL DE QUILLOTA,22
1367,COLEGIO ROBERTO MATTA,24
1368,ESCUELA BASICA CANADA,36
1369,ESCUELA SUPERIOR Nº 1,26
1370,COLEGIO REPÚBLICA DE MÉXICO,27
1371,COLEGIO ARAUCO,39
1374,ESCUELA ESPECIAL LOS PALTOS,17
1377,ESCUELA NUESTRO MUNDO,23
1378,ESCUELA BASICA ABEL GUERRERO AGUIRRE,17
1384,COLEGIO CUMBRES DE BOCO,16
1385,ESCUELA BASICA LA PALMA,20
1389,ESCUELA CRISTINA DURAN,8
1390,ESCUELA BASICA LAS PATAGUAS,15
1391,LICEO COMERCIAL PARTICULAR,5
1392,COLEGIO FRANCISCO DE MIRANDA,15
1393,COLEGIO NIÑO JESUS DE PRAGA,22
1394,ESCUELA PART. SAGRADOS CORAZONES,9
1395,COLEGIO SAN PEDRO NOLASCO DE QUILLOTA,39
1397,ESCUELA PARTICULAR INDUSTRIAL E. BERTELSEN TEMPLE,53
1400,CEIA EDUCACIÓN PARA TODOS,8
1402,CENTRO EDUCACIONAL ARCO IRIS BAJO EL SOL,5
1403,COL.NTRA.SEÑORA DEL HUERTO,35
1404,INSTITUTO RAFAEL ARIZTIA,67
1405,COLEGIO INGLES DE QUILLOTA,33
1409,JARDIN INFANTIL OSO YOGUI,25
1414,COLEGIO LEONARDO DA VINCI,9
1416,COLEGIO MARIA ALONSO CHACON,12
1417,COLEGIO BOLONIA,10
1418,ESCUELA BASICA,6
1419,COLEGIO DOMINGO SANTA CRUZ WILSON,7
1421,LICEO SAN ISIDRO,19
1422,LICEO PEDRO DE VALDIVIA,18
1423,ESCUELA BASICA JOSEFINA HUICI,18
1424,ESCUELA BASICA IRMA SAPIAIN,21
1425,LICEO BICENTENARIO COMPLEJO EDUCACIONAL LAS ACACIAS DE ARTIFICIO,25
1427,ESCUELA BASICA PALESTINA,16
1428,ESCUELA ESPECIAL JESUS DE NAZARETH,20
1430,ESCUELA BASICA GABRIELA MISTRAL,15
1431,ESCUELA BASICA SANTA ROSA DEL HUERTO,23
1433,ESCUELA BASICA EL LIBERTADOR,13
1435,ESCUELA BASICA VILLA LA FLORIDA,11
1436,LICEO PARTICULAR SAN JOSE,24
1437,COLEGIO TERESA BROWN DE ARIZTIA,29
1438,COLEGIO SAULO DE TARSO,8
1440,COLEGIO LUCERO,1
1442,COLEGIO JOHN CRANE,20
1443,LICEO INDUSTRIAL A-16 OSCAR CORONA BARAHO,22
1444,LICEO MUNICIPAL JUAN RUSQUE PORTAL,26
1445,COLEGIO EL MELÓN,24
1447,ESCUELA BASICA ULDA ARACENA GONZALEZ,23
1448,ESCUELA BASICA LA PENA,8
1449,COLEGIO CARMELITA FELIPE CORTÉS,32
1450,COLEGIO SANTA ISABEL,28
1453,LICEO MUNICIPAL LUIS LABORDA,30
1454,ESCUELA ADRIANA RIQUELME NUNEZ,8
1455,ESCUELA MONICA HURTADO EDWARDS,16
1456,ESCUELA ANA JESUS IBACACHE,12
1457,ESCUELA BASICA BENJAMIN MATTE LARRAIN,13
1458,ESCUELA BASICA LA SOMBRA,11
1459,ESCUELA BASICA RABUCO,14
1460,ESCUELA BASICA CALIXTO OVALLE URZUA,5
1461,ESCUELA MONTE CARMELO,12
1462,ESCUELA BASICA LOS TILOS DE HUALCAPO,6
1464,LICEO DE LIMACHE,30
1465,ESCUELA COEDUC TTE HERNAN MERINO CORREA,30
1466,ESCUELA SUPERIOR MIXTA Nº 88,32
1467,LICEO BICENTENARIO COLEGIO PASIÓN DE JESÚS DE LIMACHE,30
1468,ESCUELA BASICA BRASILIA,22
1469,ESCUELA BASICA HEROES DE CHILE,29
1471,ESCUELA LIMACHITO,17
1472,ESCUELA BASICA LOS MAITENES,12
1473,ESCUELA TABOLANGO,7
1474,ESCUELA BASICA PUENTE COLMO,23
1475,ESC. BASICA TRANQUE LLIU LLIU,6
1478,COLEGIO DE LA SANTA CRUZ,27
1479,ESCUELA ROSA MARTINEZ,9
1482,COLEGIO LIMACHE COLLEGE,29
1483,ESC PART MICAELA DESMAISSIERES,19
1484,ESCUELA PARTICULAR INST. SANTA MARIA,34
1488,ESCUELA MONTEVIDEO,21
1489,LICEO DE OLMUE,8
1490,ESCUELA BÁSICA QUEBRADA DE ALVARADO,12
1491,ESCUELA BASICA LO NARVAEZ,18
1493,ESCUELA LA DORMIDA,4
1495,ESCUELA LA RAMAYANA,4
1496,ESCUELA LAS PALMAS DEL NIÑO DIOS,8
1498,ESCUELA LAS BELLOTAS DE LA VEGA,8
1500,COLEGIO PART. IGNACIO CARRERA PINTO,37
1502,INST.SUP.COMERCIO FCO.ARAYA BENNET,48
1503,ESCUELA INDUSTRIAL SUPERIOR DE VALPARAISO,33
1504,LICEO TÉCNICO DE VALPARAÍSO,54
1506,CENTRO EDUCATIVO FLORIDA,23
1507,CENTRO EDUCATIVO HORIZONTE,4
1508,CENTRO EDUCATIVO GRAN BRETAÑA,29
1509,CENTRO EDUCATIVO LUZ DE ESPERANZA,11
1510,ESCUELA ESPECIAL DE LENGUAJE LIBERTADOR DE LA PATRIA BERNARDO O`HIGGINS,8
1511,CENTRO EDUCATIVO REINO DE SUECIA,19
1514,ESCUELA HERNAN OLGUIN,23
1515,LICEO EDUARDO DE LA BARRA,42
1516,LICEO TECNOLÓGICO ALFREDO NAZAR FERES,45
1517,LICEO MATILDE BRANDAU DE ROSS,31
1518,LICEO MARIA LUISA BOMBAL,34
1519,LICEO TECNICO PROFESIONAL BARON,20
1520,LICEO BICENTENARIO MARITIMO DE VALPARAISO,31
1521,LICEO DE NINAS MARIA FRANCK DE MACDOUGAL,36
1522,COLEGIO PEDRO MONTT,27
1523,ESCUELA NACIONES UNIDAS,44
1524,ESCUELA REPUBLICA ARABE SIRIA,20
1525,LICEO BICENTENARIO INSTITUTO TÉCNICO PROFESIONAL MARTÍTIMO DE VALPARAÍSO,36
1526,ESCUELA REPUBLICA DEL PARAGUAY,22
1528,ESCUELA GASPAR CABRALES,29
1529,ESCUELA GRECIA,40
1533,ESCUELA ALEMANIA,46
1534,ESCUELA REPUBLICA DEL URUGUAY,46
1536,ESCUELA AMERICA,45
1537,ESCUELA RAMON BARROS LUCO,28
1538,ESCUELA JUAN JOSE LATORRE B,16
1540,ESCUELA BLAS CUEVAS RAMON ALLENDE,15
1541,ESCUELA REPUBLICA DE EL SALVADOR,21
1542,ESCUELA JOAQUIN EDWARDS BELLO,45
1543,ESCUELA JORGE ALESSANDRI RODRIGUEZ,27
1547,ESCUELA CARABINERO PEDRO A.CARIAGA M.,25
1548,ESCUELA DIEGO PORTALES PALAZUELOS,13
1549,ESCUELA REPUBLICA DE MEXICO,38
1550,ESCUELA PACIFICO,16
1551,ESCUELA MONTEDONICO,17
1553,ESCUELA ESPANA,36
1554,COLEGIO PABLO NERUDA,17
1555,ESCUELA REPUBLICA DE ISRAEL,16
1556,ESCUELA ELEUTERIO RAMIREZ,17
1557,ESCUELA VILLA BERLIN,18
1563,ESCUELA JUAN WACQUEZ MOURFIN,7
1567,ESCUELA BASICA DAVID BEN GURION,12
1568,ESCUELA REPUBLICA ARGENTINA,22
1569,ESCUELA PILOTO 1° LUIS PARDO VILLALON,28
1570,ESCUELA BASICA CIRUJANO VIDELA,24
1571,ESCUELA SAN JUDAS TADEO,16
1573,ESCUELA DR. ERNESTO QUIROZ WEBER,14
1577,ESCUELA BÁSICA INTERCULTURAL LAGUNA VERDE,20
1578,ESCUELA TTE. JULIO A. ALLENDE OVALLE,14
1579,LICEO SANTA TERESA,18
1581,LICEO JUANA ROSS DE EDWARDS,38
1582,COLEGIO LUTERANO CONCORDIA,37
1583,COLEGIO JEANNE DARC VALPARAISO,12
1584,COLEGIO NOCTURNO RUBEN CASTRO,5
1585,LICEO COEDUCACIONAL LA IGUALDAD,30
1586,COLEGIO CARLOS COUSINO,29
1587,COLEGIO MARIA AUXILIADORA,27
1588,COLEGIO NTRA.SRA.DE LA MISERICORDIA,26
1590,COLEGIO SALESIANO VALPARAISO,48
1593,ESCUELA PARTICULAR SANTA ANA,34
1594,COLEGIO SAN DAMIAN DE MOLOKAI,24
1595,COLEGIO ARTURO EDWARDS,32
1596,COLEGIO SAN IGNACIO DE LOYOLA,34
1597,ESCUELA PARTICULAR SAN LUIS,18
1598,COLEGIO PARTICULAR ADVENTISTA,25
1599,COLEGIO SAGRADO CORAZON DE JESUS,15
1601,ESC SAGRADA FAMILIA DE NAZARET,24
1602,COLEGIO ESPERANZA,16
1603,COLEGIO PARTICULAR SAN PIO X,15
1604,COLEGIO LEONARDO MURIALDO,44
1607,COLEGIO TERESITA DE LISIEUX,18
1609,ESC PART FRAY LUIS BELTRAN,18
1610,COLEGIO ALBERTO HURTADO SEGUNDO,20
1619,COLEGIO PARTICULAR JUNIOR SCHOOL 2,11
1620,COLEGIO MIGUEL DE UNAMUNO,15
1621,LICEO MIXTO JOSE MIGUEL CARRERA,8
1631,"COLEGIO DE LOS SAGRADOS CORAZONES, PADRES FRANCESES",72
1632,COL. IDA.CONCEPC. NTRA.SRA.LOURDES,16
1635,COLEGIO AGUSTIN EDWARDS,15
1638,SCUOLA ITALIANA ARTURO DELL´ORO,33
1641,COLEGIO SAN PEDRO NOLASCO,28
1650,COL. PART. CONSTANCIO VIGIL,5
1653,COLEGIO SAN VICENTE,16
1657,COLEGIO PRESB. DAVID TRUMBULL,21
1663,INSTITUTO SUPERIOR DE COMERCIO ALBERTO BL,18
1664,LICEO INDUSTRIAL MIRAFLORES ALTO,25
1666,C.E.I.A. LOS CASTANOS,10
1667,ESCUELA ESPECIAL ADOLFO TANNENBAUM B.,27
